product_name,img_link,tags
Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),https://m.media-amazon.com/images/I/31dJ+lXJq3L._SY300_SX300_.jpg,portron konnect l por fast charg type c cabl charg sync function type c devic grey comput accessori accessori peripher cabl accessori cabl usbcabl charg sync function cabl come charg data sync function smartphon high qualiti materi tpe nylon materi make sure life cabl enhanc significantli long cord cabl extra thick meter long optim easi use comfort home offic durabl cabl uniqu interm design multi use posit provid best comfort perform use
boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),https://m.media-amazon.com/images/I/41SDfuK7L2L._SX300_SY300_QL70_FMwebp_.jpg,boat rug extra tough unbreak braid micro usb cabl meter black comput accessori accessori peripher cabl accessori cabl usbcabl boat rug cabl featur special toughest polyethylen braid jacket uniqu jacket provid greater protect anyth els seen class round cabl extra tough polyethylen terephthal cabl skin ensur plu bend lifespan stress stretch resist boat rug micro usb cabl compat android smartphon window phone tablet pc peripher micro usb compat devic rapid charg fast data transmiss rapid speed sync devic speed boat rug micro usb cabl offer perfect meter length optim easi use comfort home offic year warranti date purchas
"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",https://m.media-amazon.com/images/I/41nPYaWA+ML._SY300_SX300_.jpg,amazonbas flexibl premium hdmi cabl black foot electron hometheat tv video accessori cabl hdmicabl flexibl lightweight hdmi cabl connect media devic playback display hdtv projector compat blu ray player comput appl tv roku cabl xbox one hdmi compat devic solid copper conductor full metal jacket shield durabl high perform connect support ethernet video audio return channel arc meet latest hdmi standard support bandwidth backward compat earlier version includ foot cabl
"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",https://m.media-amazon.com/images/I/31J6qGhAL9L._SX300_SY300_QL70_FMwebp_.jpg,portron konnect cl por type c pin usb cabl power deliveri quick charg support nylon braid type c pin devic green comput accessori accessori peripher cabl accessori cabl usbcabl pd fast charg support pd quick charg protocol charg around minut ideal charg usb type c enabl devic maximum speed usb c pin cabl offer rapid charg sync usb type c pin enabl devic safe charg ensur high standard compon durabl cabl uniqu interm design multi use posit provid best comfort perform use flexibl cord cabl use nylon braid metal hous materi make sure life cabl enhanc significantli extra thick slim long univers compat charg type c usb connect devic includ macbook inch nexu nexu oneplu pixel c lumia lumia xl nokia etc
Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41R08zLK69L._SX300_SY300_QL70_FMwebp_.jpg,portron konnect l por fast charg pin usb cabl charg sync function white comput accessori accessori peripher cabl accessori cabl usbcabl charg sync function cabl come charg data sync function high qualiti materi tpe nylon materi make sure life cabl enhanc significantli long cord cabl extra thick meter long optim easi use comfort home offic durabl cabl uniqu interm design multi use posit provid best comfort perform use univers compat compat devic like iphon xs x xr ipad pro ipad mini ipad air
MI Braided USB Type-C Cable for Charging Adapter (Red),https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31gaP7qpBNL._SX300_SY300_QL70_FMwebp_.jpg,mi braid usb type c cabl charg adapt red comput accessori accessori peripher cabl accessori cabl usbcabl long cabl usb type toughen joint strong sturdi countri origin china month warranti
MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black),https://m.media-amazon.com/images/I/51fmHk3km+L._SX300_SY300_.jpg,mi cm inch seri hd readi smart android led tv black electron hometheat tv video televis smarttelevis note brand mi xiaomi part multin conglomer resolut hd readi x resolut refresh rate hertz degre wide view angl connect dual band wi fi hdmi port connect latest game consol set top box blu ray player usb port connect hard drive usb devic allm arc bluetooth ethernet sound watt output dolbi audio dt virtual x dt hd smart tv featur android tv patchwal imdb integr univers search free live channel kid mode parent lock smart recommend languag univers languag user centr okay googl chromecast suport app netflix prime video disney hotstar app play store quad core cortex chromecast built ok googl auto low latenc mode ram storag display hd readi vivid pictur engin warranti inform year comprehens warranti product year addit panel provid brand date purchas
"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C to Type C Cable for Smartphones, Tablets, Laptops & Other Type C Devices, PD Technology, 480Mbps Data Sync (RCTT15, Black)",https://m.media-amazon.com/images/I/41d84o5-M-L._SY445_SX342_QL70_FMwebp_.jpg,ambran unbreak fast charg braid type c type c cabl smartphon tablet laptop type c devic pd technolog data sync black comput accessori accessori peripher cabl accessori cabl usbcabl compat type c enabl devic android smartphon mi samsung oppo vivo realm oneplu etc tablet laptop macbook chromebook etc unbreak made special braid outer rug interior bind ultra durabl cabl affect daili rough usag ideal length ideal length meter neither short like typic cabl long like cabl support maximum fast charg mbp data transfer speed month manufactur warranti date purchas
"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rapid Charging & 480mbps Data Transmission(Black)",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41xwPQLxTML._SX300_SY300_QL70_FMwebp_.jpg,boat type c tangl free sturdi type c cabl rapid charg data transmiss black comput accessori accessori peripher cabl accessori cabl usbcabl type c cabl design perfect meter length hassl free usag don premium braid skin make sturdi invinc extern damag bend lifespan cabl stay stronger last longer type c offer univers compat smartphon tablet pc peripher bluetooth speaker power bank devic type c port revers metal aluminium tip let user connect devic carefre manner flexibl design offer user tangl free experi year warranti date purchas
LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51v-2Nzr+ML._SY300_SX300_.jpg,lg cm inch hd readi smart led tv dark iron gray electron hometheat tv video televis smarttelevis resolut hd readi refresh rate hertz connect hdmi port connect set top box blu ray player game consol usb port connect hard drive usb devic sound output watt output speaker dt virtual x sound type fire smart tv featur web os smart tv wi fi home dashboard screen mirror mini tv browser multi task offic set wxhxd stand mm x x display activ hdr display type flat backlight modul slim led warranti inform year lg india comprehens warranti addit year warranti applic panel modul date purchas instal request instal wall mount demo product deliv pleas directli call lg support pleas visit lg websit toll free numebr provid product model name well seller detail mention invoic
"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41TZJiPRRwL._SX300_SY300_QL70_FMwebp_.jpg,duracel usb lightn appl certifi mfi braid sync charg cabl iphon ipad ipod fast charg lightn cabl feet black comput accessori accessori peripher cabl accessori cabl usbcabl support io devic max output bend plug unplug test ensur cabl longer lifespan ensur fast stabl data transmiss mbp year warranti compat design work flawlessli mfi appl devic iphon imac ipad etc tangl free durabl tough braid sync charg cabl
"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31MIyzg8uzL._SX300_SY300_QL70_FMwebp_.jpg,tizum hdmi vga adapt cabl projector comput laptop tv projector tv electron hometheat tv video accessori cabl hdmicabl superior stabil built advanc certifi ic chip convert hdmi digit signal vga analog signal bi direct convert cannot transmit signal vga hdmi compact design tizum hdmi vga adapt compact lightweight make easi carri travel friendli also save space desk help keep clutter free high definit imag qualiti hdmi male vga femal convert support resolut full hd includ high definit monitor projector wide compat adapt compat comput pc desktop laptop notebook chromebook xbox set top box tv devic hdmi port note support audio incred perform resist corros abras improv signal transmiss protect hdmi port devic ensur longer lifespan
Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51q3+E64azL._SX300_SY300_.jpg,samsung cm inch wondertain seri hd readi led smart tv glossi black electron hometheat tv video televis smarttelevis resolut hd readi refresh rate hertz connect hdmi port connect set top box blu ray player game consol usb port connect hard drive usb devic sound watt output dolbi digit plu smart tv featur person comput screen share music system content guid connect share movi display led panel mega contrast purcolor hd pictur qualiti slim stylish design warranti inform year comprehens warranti plu addit year panel brand date invoic instal tv tabl stand includ box model custom may ask tabl top stand wall mount provid custom time instal pleas directli call samsung support provid product model name well seller detail mention invoic easi return product elig replac within day deliveri case product defect damag featur match descript
Flix Micro Usb Cable For Smartphone (Black),https://m.media-amazon.com/images/I/31qGpf8uzuL._SY445_SX342_QL70_FMwebp_.jpg,flix micro usb cabl smartphon black comput accessori accessori peripher cabl accessori cabl usbcabl micro usb cabl meter length optim easi use comfort home offic help overcom distanc restrict durabl pvc outer exterior pvc cabl versatil high tensil strength flexibl good conductor charg sync usb cabl charg data sync simultan speed compat devic micro usb port core tin copper micro usb charg cabl android phone devic micro usb port contact us write us support flixaccessori com
Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),https://m.media-amazon.com/images/I/41gikeSuhAL._SY300_SX300_QL70_FMwebp_.jpg,acer cm inch seri hd readi android smart led tv black electron hometheat tv video televis smarttelevis resolut hd readi refresh rate hertz degre wide view angl connect dual band wifi way bluetooth hdmi port x hdmi support arc connect person comput laptop set top box blu ray speaker game consol usb port x connect hard drive usb devic sound watt output high fidel speaker dolbi audio sound mode movi music standard news sport smart tv featur googl certifi android tv googl assist chromecast built voic control smart remot hotkey quick access netflix prime video youtub disney hotstar pictur mode ram storag quad core processor display million colour wide colour gamut intellig frame stabil engin super bright micro dim blue light reduct warranti inform year comprehens warranti provid manufactur date purchas instal instal wall mount demo arrang ah team inform pleas contact amazon custom support wall mount includ box charg time instal easi return product elig replac within day deliveri case product defect damag featur match descript
Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),https://m.media-amazon.com/images/I/41da4tk7N+L._SY300_SX300_.jpg,tizum high speed hdmi cabl ethernet support hdmi devic laptop comput game consol tv set top box meter feet electron hometheat tv video accessori cabl hdmicabl latest standard hdmi male male cabl support ethernet video audio return channel arc connect blu ray player fire tv appl tv xbox one xbox comput dvd player set top box dish tv box hdmi enabl devic tv display v receiv suitabl game devic mobil tablet laptop cabl allow share internet connect among multipl devic without need separ ethernet cabl meet hdmi standard video hz bit px color depth support bandwidth backward compat earlier version gold plate hdmi cabl length feet meter
OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black),https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41WE9ZGEC4L._SX300_SY300_QL70_FMwebp_.jpg,oneplu cm inch seri hd readi led smart android tv black electron hometheat tv video televis smarttelevis resolut hd readi refresh rate hertz connect hdmi port connect set top box blu ray player game consol usb port connect hard drive usb devic dimens tv stand vesa hole pitch sound watt output dolbi audio smart tv featur android tv oneplu connect googl assist play store chromecast share album support app netflix youtub prime video content calendar oxygenplay display led panel nois reduct colour space map dynam contrast anti alias dci colour gamut gamma engin warranti inform year comprehens warranti addit year panel provid manufactur date purchas instal wall mount demo arrang amazon home servic inform pleas contact amazon custom support wall mount includ box charg extra time instal easi return product elig replac within day deliveri case product defect damag featur match descript provid
"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41GeM83DzzL._SX300_SY300_QL70_FMwebp_.jpg,ambran unbreak fast charg braid multipurpos cabl speaker speed meter black comput accessori accessori peripher cabl accessori cabl usbcabl blaze charg combin cabl support fast charg speed gadget includ mobil tablet speaker much ultra durabl cabl craft braid wire give extra tough braid cabl bend lifespan cycl univers compat cabl give univers compat flexibl high qualiti materi come usb type c connector micro usb connector lightn connector conveni length durabl flexibl cabl come ideal length meter elimin struggl find nearbi switch board day manufactur warranti date purchas
"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/4177nw8okbL._SX300_SY300_QL70_FMwebp_.jpg,duracel usb c lightn appl certifi mfi braid sync charg cabl iphon ipad ipod fast charg lightn cabl feet black comput accessori accessori peripher cabl accessori cabl usbcabl tangl free durabl tough braid sync charg cabl support io devic max output ensur fast stabl data transmiss mbp bend plug unplug test ensur cabl longer lifespan compat design work flawlessli mfi appl devic iphon imac ipad etc year warranti
"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",https://m.media-amazon.com/images/I/41jk4zYjTsL._SX300_SY300_QL70_FMwebp_.jpg,boat usb type c usb male data cabl meter black comput accessori accessori peripher cabl accessori cabl usbcabl meter special revers type c usb male user friendli design help insert connector right way time data sync charg appl new macbook inch nexu nexu oneplu pixel c lumia lumia xl nokia chromebook googl pixel asu usb c devic support maximum fast charg speed data sync mbp aesthet design aluminium end high densiti boat premium nylon braid wrap around entir length tangl free cabl reinforc ad durabl one end normal usb type end usb type c
"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41Fqm0bR7PL._SX300_SY300_QL70_FMwebp_.jpg,amazonbas usb male femal extens cabl person comput printer black feet meter comput accessori accessori peripher cabl accessori cabl usbcabl one foot long meter usb male femal high speed extens cabl extend usb connect comput feet use printer camera mice keyboard usb comput peripher construct corros resist gold plate connector optim signal clariti shield minim interfer featur shield provid protect nois electromagnet radio frequenc signal keep signal clear less loss bandwidth higher perform typic male connector plug comput femal connect cabl need extend year limit warranti
"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black)",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41cCZ5EPnvL._SX300_SY300_QL70_FMwebp_.jpg,ambran type c fast charg unbreak l shape braid cabl pd technolog data transfer smartphon tablet laptop type c devic black comput accessori accessori peripher cabl accessori cabl usbcabl stay ahead never miss fast charg devic support quick charg technolog keep devic boost l shape provid durabl comfort charg favourit gadget come upto flash charg support make alway stay ahead craft conveni allow charg sync data one cabl
"Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)",https://m.media-amazon.com/images/I/419QKVTxaSL._SX300_SY300_QL70_FMwebp_.jpg,zoul usb c fast charg long type c nylon braid data cabl quick charger cabl qc samsung galaxi plu note grey comput accessori accessori peripher cabl accessori cabl usbcabl qc fast charg data sync usb c cabl support qc fast charg data sync max current transfer speed built pull resistor strong metal connect provid reliabl conduct stabil nylon braid tangl free design premium nylon braid type c cabl lead add addit durabl tangl free test lifespan bend test safe reliabl high puriti copper wire featur anti oxid anti rust keep long last fast charg perform type c cabl fast charg safeti certif need worri cabl qualiti get premium nylon braid cabl friendli custom servic
"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/11ICusapw3L._SY300_SX300_QL70_FMwebp_.jpg,samsung origin type c c cabl feet meter white comput accessori accessori peripher cabl accessori cabl usbcabl usb type c type c cabl univers compat length revers design high speed data charg usb
"pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1 Meter Long Cable for Type-C Smartphones, Tablets & Laptops (Black)",https://m.media-amazon.com/images/I/41wN7jooz0L._SX300_SY300_QL70_FMwebp_.jpg,ptron solero fast charg type c type c pd data charg usb cabl made india data sync durabl meter long cabl type c smartphon tablet laptop black comput accessori accessori peripher cabl accessori cabl usbcabl univers compat solero usb charg cabl connect usb type c devic usb type c devic like laptop hard drive power bank wall charger car charger etc ultim speed charg built superconduct copper wire enabl secur real output charg devic super fast charg speed fast data sync compli usb type c standard usb c c cabl support data transfer speed allow transfer song everi second ultra durabl connector mold strain relief enabl type c cabl resist plug unplug test premium pvc cabl exterior enabl withstand bend test meter long engin test compat usb c devic ensur safe charg flexibl design offer user tangl free experi month warranti manufactur
"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong & Durable 1.5-Meter Nylon Braided USB Cable for Micro USB Devices - (Black)",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31ew3okQR2L._SX300_SY300_QL70_FMwebp_.jpg,ptron solero micro usb data charg cabl made india data sync strong durabl meter nylon braid usb cabl micro usb devic black comput accessori accessori peripher cabl accessori cabl usbcabl fast charg data sync solero micro usb cabl support fast charg devic data sync speed univers compat usb charg cabl connect micro usb port devic standard usb port devic like laptop hard drive power bank wall car charger etc rough tough usb cabl charg cabl doubl braid exterior premium aramid fiber core metal plug pass bend test easili withstand daili use extend length meter long micro usb data charg cabl use nylon materi protect wire avoid knot perfect fit connector ptron soler pass load test swing test time connect disconnect ensur loos connect
"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",https://m.media-amazon.com/images/I/3183iGEWksL._SX300_SY300_QL70_FMwebp_.jpg,amazonbas nylon braid usb c lightn cabl fast charg mfi certifi smartphon iphon charger foot dark grey comput accessori accessori peripher cabl accessori cabl usbcabl fast charg use higher usb c wall charger power deliveri charg iphon batteri minut support model includ iphon plu x xs xr xs max pro pro max ipad high speed data transfer mbp transfer music movi second durabl friendli design built top rate materi test withstand x bend cycl featur textur groov connector end improv grip certifi chip appl mfi certifi charg sync cabl appl devic improv chipset ensur full compat cabl compat standard usb charger laptop port work type c adapt laptop port pleas check port adapt buy cabl connector type usb type c
"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cable Compatible with One Plus 8T/ 9/ 9R/ 9 pro/ 9RT/ 10R/ Nord & for All Type C Devices – Red, 1 Meter",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41P2EdQI1ZL._SY445_SX342_QL70_FMwebp_.jpg,sounc oneplu dash warp charg cabl type c usb c pd data sync fast charg cabl compat one plu pro nord type c devic red meter comput accessori accessori peripher cabl accessori cabl usbcabl usb c usb c cord meter usb c fast charger cabl enjoy conveni charg usb c laptop tablet smartphon perfect use sofa bed car place amp usb c cabl high speed data charg type c type c cabl perfect match usb c power adapt support pd qc fast charg devic data transfer speed usb note support video transfer usb c usb c fast charg cabl newest usb c c cabl support warp charg one plu one plu pro fast charg macbook air inch macbook pro inch ipad mini ipad pro inch googl pixel pro xl xl xl xl samsung galaxi fe fe note ultra note ultra galaxi z flip galaxi z fold devic one plu warp charg cabl wrap premium silicon coat high qualiti pure copper core prolong bend lifespan usb c connector design advanc emark chip higher effici safer charg one plu output deliveri max charg capac take minut save valu time get usb c super fast charg cabl one year worri free replac issu pleas hesit contact custom servic
OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black),https://m.media-amazon.com/images/I/51hQfTroMzL._SX300_SY300_QL70_FMwebp_.jpg,oneplu cm inch seri ultra hd smart android led tv pro black electron hometheat tv video televis smarttelevis resolut ultra hd bezel less design connect dual band wi fi port connect set top box blu ray player game consol usb port connect hard drive usb devic sound watt output dolbi audio dolbi atmo decod smart tv featur android tv oneplu connect ecosystem googl assist chromecast miracast dlna auto low latenc mode support app netflix youtub prime video hotstar sonyliv hungama jiocinema ero oxygen play display billion color gamma engin memc decod hlg warranti inform year comprehens warranti addit year panel provid manufactur date purchas instal wall mount demo arrang amazon home servic inform pleas contact amazon custom support wall mount includ box charg extra time instal
"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41v5BQZzfAL._SX300_SY300_QL70_FMwebp_.jpg,duracel type c type c braid sync fast charg cabl feet usb c c cabl support pd qc charg gbp data transmiss black comput accessori accessori peripher cabl accessori cabl usbcabl bend plug unplug test ensur cabl longer lifespan ensur fast stabl data transmiss gbp compat design work flawlessli usb c devic year warranti tangl free durabl tough braid sync charg cabl
